state,latitude,longitude,fips,date_today,confirmed,deaths,recovered,active,hospitalization,new_cases
Alabama,32.3182,-86.9023,1.0,2020-05-03,7977,290,0.0,7687.0,12.0,277
Alabama,32.3182,-86.9023,1.0,2020-05-04,8203,298,0.0,7905.0,29.0,226
Alabama,32.3182,-86.9023,1.0,2020-05-05,8520,315,391.0,198.0,43.0,317
Alabama,32.3182,-86.9023,1.0,2020-05-06,8769,343,405.0,192.0,51.0,249
Alabama,32.3182,-86.9023,1.0,2020-05-07,9115,369,409.0,215.0,20.0,346
Alabama,32.3182,-86.9023,1.0,2020-05-08,9437,383,416.0,212.0,29.0,322
Alabama,32.3182,-86.9023,1.0,2020-05-09,9720,390,428.0,209.0,21.0,283
Alabama,32.3182,-86.9023,1.0,2020-05-10,9982,393,438.0,208.0,12.0,262
Alabama,32.3182,-86.9023,1.0,2020-05-11,10262,403,443.0,212.0,16.0,280
Alabama,32.3182,-86.9023,1.0,2020-05-12,10566,435,443.0,219.0,31.0,304
Alabama,32.3182,-86.9023,1.0,2020-05-13,10822,450,477.0,191.0,30.0,256
Alabama,32.3182,-86.9023,1.0,2020-05-14,11161,473,477.0,204.0,33.0,339
Alabama,32.3182,-86.9023,1.0,2020-05-15,11494,483,480.0,214.0,27.0,333
Alabama,32.3182,-86.9023,1.0,2020-05-16,11828,485,487.0,222.0,10.0,334
Alabama,32.3182,-86.9023,1.0,2020-05-17,12137,488,496.0,238.0,5.0,309
Alabama,32.3182,-86.9023,1.0,2020-05-18,12438,489,498.0,248.0,24.0,301
Alabama,32.3182,-86.9023,1.0,2020-05-19,12825,504,498.0,258.0,37.0,387
Alabama,32.3182,-86.9023,1.0,2020-05-20,13186,522,504.0,262.0,40.0,361
Alabama,32.3182,-86.9023,1.0,2020-05-21,13590,529,528.0,248.0,35.0,404
Alabama,32.3182,-86.9023,1.0,2020-05-22,13954,541,7951.0,5462.0,33.0,364
Alabama,32.3182,-86.9023,1.0,2020-05-23,14328,549,7951.0,5828.0,28.0,374
Alabama,32.3182,-86.9023,1.0,2020-05-24,14676,551,7951.0,6174.0,23.0,348
Alabama,32.3182,-86.9023,1.0,2020-05-25,15309,566,7951.0,6792.0,17.0,633
Alabama,32.3182,-86.9023,1.0,2020-05-26,15899,580,7951.0,7368.0,42.0,590
Alabama,32.3182,-86.9023,1.0,2020-05-27,16263,583,7951.0,7729.0,48.0,364
Alabama,32.3182,-86.9023,1.0,2020-05-28,16749,591,9355.0,6803.0,46.0,486
Alabama,32.3182,-86.9023,1.0,2020-05-29,17262,610,9355.0,7297.0,35.0,513
Alabama,32.3182,-86.9023,1.0,2020-05-30,17689,618,9355.0,7716.0,26.0,427
Alabama,32.3182,-86.9023,1.0,2020-05-31,18200,630,9355.0,8215.0,18.0,511
Alabama,32.3182,-86.9023,1.0,2020-06-01,18525,646,9355.0,8524.0,12.0,325
Alabama,32.3182,-86.9023,1.0,2020-06-02,18734,653,9355.0,8726.0,23.0,209
Alabama,32.3182,-86.9023,1.0,2020-06-03,18954,653,11395.0,6906.0,21.0,220
Alabama,32.3182,-86.9023,1.0,2020-06-04,19262,653,11395.0,7214.0,29.0,308
Alabama,32.3182,-86.9023,1.0,2020-06-05,19910,676,11395.0,7839.0,20.0,648
Alabama,32.3182,-86.9023,1.0,2020-06-06,20355,689,11395.0,8271.0,44.0,445
Alabama,32.3182,-86.9023,1.0,2020-06-07,20777,692,11395.0,8690.0,29.0,422
Alabama,32.3182,-86.9023,1.0,2020-06-08,21268,718,11395.0,9155.0,32.0,491
Alabama,32.3182,-86.9023,1.0,2020-06-09,21834,729,11395.0,9710.0,33.0,566
Alabama,32.3182,-86.9023,1.0,2020-06-10,22659,744,13508.0,8407.0,42.0,825
Alabama,32.3182,-86.9023,1.0,2020-06-11,23370,755,13508.0,9107.0,36.0,711
Alabama,32.3182,-86.9023,1.0,2020-06-12,24405,769,13508.0,10128.0,37.0,1035
Alabama,32.3182,-86.9023,1.0,2020-06-13,25364,773,13508.0,11083.0,39.0,959
Alabama,32.3182,-86.9023,1.0,2020-06-14,26182,773,13508.0,11901.0,14.0,818
Alabama,32.3182,-86.9023,1.0,2020-06-15,26485,774,13508.0,12203.0,4.0,303
Alabama,32.3182,-86.9023,1.0,2020-06-16,27034,785,13508.0,12741.0,56.0,549
Alabama,32.3182,-86.9023,1.0,2020-06-17,27941,790,15974.0,11177.0,37.0,907
Alabama,32.3182,-86.9023,1.0,2020-06-18,28676,810,15974.0,11892.0,21.0,735
Alabama,32.3182,-86.9023,1.0,2020-06-19,29225,822,15974.0,12429.0,43.0,549
Alabama,32.3182,-86.9023,1.0,2020-06-20,29683,838,15974.0,12871.0,27.0,458
Alabama,32.3182,-86.9023,1.0,2020-06-21,30122,839,15974.0,13309.0,17.0,439
Alabama,32.3182,-86.9023,1.0,2020-06-22,30771,841,15974.0,13956.0,11.0,649
Alabama,32.3182,-86.9023,1.0,2020-06-23,31889,864,15974.0,15051.0,50.0,1118
Alabama,32.3182,-86.9023,1.0,2020-06-24,32878,891,18866.0,13121.0,46.0,989
Alabama,32.3182,-86.9023,1.0,2020-06-25,33880,896,18866.0,14118.0,45.0,1002
Alabama,32.3182,-86.9023,1.0,2020-06-26,34903,907,18866.0,15130.0,41.0,1023
Alabama,32.3182,-86.9023,1.0,2020-06-27,35083,919,18866.0,15298.0,44.0,180
Alabama,32.3182,-86.9023,1.0,2020-06-28,36503,919,18866.0,16718.0,6.0,1420
Alabama,32.3182,-86.9023,1.0,2020-06-29,37589,929,18866.0,17794.0,22.0,1086
Alabama,32.3182,-86.9023,1.0,2020-06-30,38477,950,18866.0,18661.0,44.0,888
Alabama,32.3182,-86.9023,1.0,2020-07-01,39647,972,18866.0,19809.0,34.0,1170
Alabama,32.3182,-86.9023,1.0,2020-07-02,41340,985,22082.0,18273.0,32.0,1693
Alabama,32.3182,-86.9023,1.0,2020-07-03,42255,1006,22082.0,19167.0,48.0,915
Alabama,32.3182,-86.9023,1.0,2020-07-04,43216,1007,22082.0,20127.0,23.0,961
Alabama,32.3182,-86.9023,1.0,2020-07-05,44022,1007,22082.0,20933.0,3.0,806
Alabama,32.3182,-86.9023,1.0,2020-07-06,44932,1007,22082.0,21843.0,5.0,910
Alabama,32.3182,-86.9023,1.0,2020-07-07,46348,1033,22082.0,23233.0,47.0,1416
Alabama,32.3182,-86.9023,1.0,2020-07-08,48149,1058,22082.0,25009.0,45.0,1801
Alabama,32.3182,-86.9023,1.0,2020-07-09,49695,1068,25783.0,22844.0,33.0,1546
Alabama,32.3182,-86.9023,1.0,2020-07-10,51329,1104,25783.0,24442.0,50.0,1634
Alabama,32.3182,-86.9023,1.0,2020-07-11,52802,1114,25783.0,25905.0,3656.0,1473
Alabama,32.3182,-86.9023,1.0,2020-07-12,54781,1121,25783.0,27877.0,0.0,1979
Alabama,32.3182,-86.9023,1.0,2020-07-13,56168,1124,25783.0,29261.0,0.0,1387
Alabama,32.3182,-86.9023,1.0,2020-07-14,58284,1164,25783.0,31337.0,378.0,2116
Alabama,32.3182,-86.9023,1.0,2020-07-15,60194,1211,29736.0,29247.0,168.0,1910
Alabama,32.3182,-86.9023,1.0,2020-07-16,62128,1230,29736.0,31162.0,293.0,1934
Alabama,32.3182,-86.9023,1.0,2020-07-17,64152,1265,29736.0,33151.0,0.0,2024
Alabama,32.3182,-86.9023,1.0,2020-07-18,66181,1286,29736.0,35159.0,198.0,2029
Alabama,32.3182,-86.9023,1.0,2020-07-19,67733,1287,29736.0,36710.0,0.0,1552
Alabama,32.3182,-86.9023,1.0,2020-07-20,69236,1291,29736.0,38209.0,586.0,1503
Alabama,32.3182,-86.9023,1.0,2020-07-21,70600,1303,29736.0,39561.0,170.0,1364
Alabama,32.3182,-86.9023,1.0,2020-07-22,72594,1364,29736.0,41494.0,0.0,1994
Alabama,32.3182,-86.9023,1.0,2020-07-23,74685,1397,32510.0,40778.0,457.0,2091
Alabama,32.3182,-86.9023,1.0,2020-07-24,76795,1438,32510.0,42847.0,162.0,2110
Alabama,32.3182,-86.9023,1.0,2020-07-25,78188,1456,32510.0,44222.0,0.0,1393
Alabama,32.3182,-86.9023,1.0,2020-07-26,79948,1473,32510.0,45965.0,0.0,1760
Alabama,32.3182,-86.9023,1.0,2020-07-27,81256,1491,32510.0,47255.0,537.0,1308
Alabama,32.3182,-86.9023,1.0,2020-07-28,82698,1491,32510.0,48697.0,199.0,1442
Alabama,32.3182,-86.9023,1.0,2020-07-29,84652,1538,32510.0,50604.0,0.0,1954
Alabama,32.3182,-86.9023,1.0,2020-07-30,86664,1565,35401.0,49698.0,177.0,2012
Alabama,32.3182,-86.9023,1.0,2020-07-31,88266,1580,35401.0,51285.0,451.0,1602
Alabama,32.3182,-86.9023,1.0,2020-08-01,90299,1603,35401.0,53295.0,0.0,2033
Alabama,32.3182,-86.9023,1.0,2020-08-02,91458,1627,35401.0,54430.0,0.0,1159
Alabama,32.3182,-86.9023,1.0,2020-08-03,92502,1633,35401.0,55468.0,344.0,1044
Alabama,32.3182,-86.9023,1.0,2020-08-04,93457,1666,35401.0,56390.0,235.0,955
Alabama,32.3182,-86.9023,1.0,2020-08-05,95323,1695,37923.0,55705.0,0.0,1866
Alabama,32.3182,-86.9023,1.0,2020-08-06,97044,1714,37923.0,57407.0,213.0,1721
Alabama,32.3182,-86.9023,1.0,2020-08-07,98895,1735,37923.0,59237.0,224.0,1851
Alabama,32.3182,-86.9023,1.0,2020-08-08,99854,1755,37923.0,60176.0,0.0,959
Alabama,32.3182,-86.9023,1.0,2020-08-09,101466,1768,37923.0,61775.0,0.0,1612
Alabama,32.3182,-86.9023,1.0,2020-08-10,102391,1797,37923.0,62671.0,533.0,925
Alabama,32.3182,-86.9023,1.0,2020-08-11,103485,1847,37923.0,63715.0,0.0,1094
Alabama,32.3182,-86.9023,1.0,2020-08-12,104219,1882,41523.0,60814.0,222.0,734
Alabama,32.3182,-86.9023,1.0,2020-08-13,104976,1890,41523.0,61563.0,164.0,757
Alabama,32.3182,-86.9023,1.0,2020-08-14,106096,1893,41523.0,62680.0,0.0,1120
Alabama,32.3182,-86.9023,1.0,2020-08-15,106926,1896,41523.0,63507.0,151.0,830
Alabama,32.3182,-86.9023,1.0,2020-08-16,107667,1898,41523.0,64246.0,0.0,741
Alabama,32.3182,-86.9023,1.0,2020-08-17,109092,1925,41523.0,65644.0,351.0,1425
Alabama,32.3182,-86.9023,1.0,2020-08-18,110415,1936,41523.0,66956.0,0.0,1323
Alabama,32.3182,-86.9023,1.0,2020-08-19,111696,1944,41523.0,68229.0,122.0,1281
Alabama,32.3182,-86.9023,1.0,2020-08-20,112737,1974,44684.0,66079.0,250.0,1041
Alabama,32.3182,-86.9023,1.0,2020-08-21,114212,1996,44684.0,67532.0,0.0,1475
Alabama,32.3182,-86.9023,1.0,2020-08-22,114809,2011,44684.0,68114.0,172.0,597
Alabama,32.3182,-86.9023,1.0,2020-08-23,115485,2013,44684.0,68788.0,0.0,676
Alabama,32.3182,-86.9023,1.0,2020-08-24,116045,2024,44684.0,69337.0,291.0,560
Alabama,32.3182,-86.9023,1.0,2020-08-25,118190,2037,44684.0,71469.0,0.0,2145
Alabama,32.3182,-86.9023,1.0,2020-08-26,119904,2045,48028.0,69831.0,212.0,1714
Alabama,32.3182,-86.9023,1.0,2020-08-27,121041,2076,48028.0,70937.0,0.0,1137
Alabama,32.3182,-86.9023,1.0,2020-08-28,122879,2107,48028.0,72744.0,0.0,1838
Alabama,32.3182,-86.9023,1.0,2020-08-29,124155,2152,48028.0,73975.0,0.0,1276
Alabama,32.3182,-86.9023,1.0,2020-08-30,124944,2162,48028.0,74754.0,0.0,789
Alabama,32.3182,-86.9023,1.0,2020-08-31,126500,2182,48028.0,76290.0,0.0,1556
Alabama,32.3182,-86.9023,1.0,2020-09-01,127234,2200,48028.0,77006.0,0.0,734
Alabama,32.3182,-86.9023,1.0,2020-09-02,128240,2217,51154.0,74869.0,0.0,1006
Alabama,32.3182,-86.9023,1.0,2020-09-03,129225,2233,51154.0,75838.0,0.0,985
Alabama,32.3182,-86.9023,1.0,2020-09-04,130373,2266,51154.0,76953.0,0.0,1148
Alabama,32.3182,-86.9023,1.0,2020-09-05,130914,2275,51154.0,77485.0,0.0,541
Alabama,32.3182,-86.9023,1.0,2020-09-06,131690,2276,51154.0,78260.0,0.0,776
Alabama,32.3182,-86.9023,1.0,2020-09-07,132221,2276,51154.0,78791.0,0.0,531
Alabama,32.3182,-86.9023,1.0,2020-09-08,133005,2277,51154.0,79574.0,0.0,784
Alabama,32.3182,-86.9023,1.0,2020-09-09,134061,2285,54223.0,77553.0,0.0,1056
Alabama,32.3182,-86.9023,1.0,2020-09-10,135138,2301,54223.0,78614.0,0.0,1077
Alabama,32.3182,-86.9023,1.0,2020-09-11,136107,2333,54223.0,79551.0,0.0,969
Alabama,32.3182,-86.9023,1.0,2020-09-12,137166,2350,54223.0,80593.0,0.0,1059
Alabama,32.3182,-86.9023,1.0,2020-09-13,137861,2351,54223.0,81287.0,0.0,695
Alabama,32.3182,-86.9023,1.0,2020-09-14,138619,2355,54223.0,82041.0,0.0,758
Alabama,32.3182,-86.9023,1.0,2020-09-15,139660,2387,54223.0,83050.0,0.0,1041
Alabama,32.3182,-86.9023,1.0,2020-09-16,140423,2392,61232.0,76799.0,0.0,763
Alabama,32.3182,-86.9023,1.0,2020-09-17,141454,2401,61232.0,77821.0,0.0,1031
Alabama,32.3182,-86.9023,1.0,2020-09-18,142768,2428,61232.0,79108.0,0.0,1314
Alabama,32.3182,-86.9023,1.0,2020-09-19,143578,2437,61232.0,79909.0,0.0,810
Alabama,32.3182,-86.9023,1.0,2020-09-20,144325,2437,61232.0,80656.0,0.0,747
Alabama,32.3182,-86.9023,1.0,2020-09-21,145202,2439,61232.0,81531.0,0.0,877
Alabama,32.3182,-86.9023,1.0,2020-09-22,145859,2457,61232.0,82170.0,0.0,657
Alabama,32.3182,-86.9023,1.0,2020-09-23,146897,2488,64583.0,79826.0,0.0,1038
Alabama,32.3182,-86.9023,1.0,2020-09-24,149263,2506,64583.0,82174.0,0.0,2366
Alabama,32.3182,-86.9023,1.0,2020-09-25,150239,2491,64583.0,83165.0,0.0,976
Alabama,32.3182,-86.9023,1.0,2020-09-26,150965,2501,64583.0,83881.0,0.0,726
Alabama,32.3182,-86.9023,1.0,2020-09-27,151604,2501,64583.0,84520.0,0.0,639
Alabama,32.3182,-86.9023,1.0,2020-09-28,152350,2501,64583.0,85266.0,0.0,746
Alabama,32.3182,-86.9023,1.0,2020-09-29,153584,2517,64583.0,86484.0,0.0,1234
Alabama,32.3182,-86.9023,1.0,2020-09-30,154772,2540,67948.0,84284.0,0.0,1188
Alabama,32.3182,-86.9023,1.0,2020-10-01,155727,2548,67948.0,85231.0,0.0,955
Alabama,32.3182,-86.9023,1.0,2020-10-02,157402,2550,67948.0,86904.0,0.0,1675
Alabama,32.3182,-86.9023,1.0,2020-10-03,158181,2558,67948.0,87675.0,0.0,779
Alabama,32.3182,-86.9023,1.0,2020-10-04,158717,2558,67948.0,88211.0,0.0,536
Alabama,32.3182,-86.9023,1.0,2020-10-05,159476,2559,67948.0,88969.0,0.0,759
Alabama,32.3182,-86.9023,1.0,2020-10-06,160485,2580,67948.0,89957.0,0.0,1009
Alabama,32.3182,-86.9023,1.0,2020-10-07,161085,2601,67948.0,90536.0,0.0,600
Alabama,32.3182,-86.9023,1.0,2020-10-08,162683,2637,71240.0,88806.0,0.0,1598
Alabama,32.3182,-86.9023,1.0,2020-10-09,163897,2653,71240.0,90004.0,0.0,1214
Alabama,32.3182,-86.9023,1.0,2020-10-10,164698,2664,71240.0,90794.0,0.0,801
Alabama,32.3182,-86.9023,1.0,2020-10-11,165414,2664,71240.0,91510.0,0.0,716
Alabama,32.3182,-86.9023,1.0,2020-10-12,166514,2665,71240.0,92609.0,0.0,1100
Alabama,32.3182,-86.9023,1.0,2020-10-13,167396,2665,71240.0,93491.0,0.0,882
Alabama,32.3182,-86.9023,1.0,2020-10-14,168620,2706,74238.0,91676.0,0.0,1224
Alabama,32.3182,-86.9023,1.0,2020-10-15,169845,2756,74238.0,92851.0,0.0,1225
Alabama,32.3182,-86.9023,1.0,2020-10-16,171157,2786,74238.0,94133.0,0.0,1312
Alabama,32.3182,-86.9023,1.0,2020-10-17,172137,2788,74238.0,95111.0,0.0,980
Alabama,32.3182,-86.9023,1.0,2020-10-18,173002,2788,74238.0,95976.0,0.0,865
Alabama,32.3182,-86.9023,1.0,2020-10-19,174078,2789,74238.0,97051.0,0.0,1076
Alabama,32.3182,-86.9023,1.0,2020-10-20,175210,2805,74238.0,98167.0,0.0,1132
Alabama,32.3182,-86.9023,1.0,2020-10-21,176605,2828,74439.0,99338.0,0.0,1395
Alabama,32.3182,-86.9023,1.0,2020-10-22,180437,2843,74439.0,103155.0,0.0,3832
Alabama,32.3182,-86.9023,1.0,2020-10-23,182567,2859,74439.0,105269.0,0.0,2130
Alabama,32.3182,-86.9023,1.0,2020-10-24,183831,2866,74439.0,106526.0,0.0,1264
Alabama,32.3182,-86.9023,1.0,2020-10-25,184723,2866,74439.0,107418.0,0.0,892
Alabama,32.3182,-86.9023,1.0,2020-10-26,185938,2866,74439.0,108633.0,0.0,1215
Alabama,32.3182,-86.9023,1.0,2020-10-27,187267,2892,74439.0,109936.0,0.0,1329
Alabama,32.3182,-86.9023,1.0,2020-10-28,188775,2911,74439.0,111425.0,0.0,1508
Alabama,32.3182,-86.9023,1.0,2020-10-29,190113,2914,81005.0,106194.0,0.0,1338
Alabama,32.3182,-86.9023,1.0,2020-10-30,191932,2932,81005.0,107995.0,0.0,1819
Alabama,32.3182,-86.9023,1.0,2020-10-31,193613,2967,81005.0,109641.0,0.0,1681
Alabama,32.3182,-86.9023,1.0,2020-11-01,194458,2973,81005.0,110480.0,0.0,845
Alabama,32.3182,-86.9023,1.0,2020-11-02,195692,2973,81005.0,111714.0,0.0,1234
Alabama,32.3182,-86.9023,1.0,2020-11-03,197504,2987,81005.0,113512.0,0.0,1812
Alabama,32.3182,-86.9023,1.0,2020-11-04,198927,3006,84471.0,111450.0,0.0,1423
Alabama,32.3182,-86.9023,1.0,2020-11-05,200528,3026,84471.0,113031.0,0.0,1601
Alabama,32.3182,-86.9023,1.0,2020-11-06,202131,3049,84471.0,114611.0,0.0,1603
Alabama,32.3182,-86.9023,1.0,2020-11-07,203518,3082,84471.0,115965.0,0.0,1387
Alabama,32.3182,-86.9023,1.0,2020-11-08,204665,3084,84471.0,117110.0,0.0,1147
Alabama,32.3182,-86.9023,1.0,2020-11-09,206523,3084,84471.0,118968.0,0.0,1858
Alabama,32.3182,-86.9023,1.0,2020-11-10,206562,3120,84471.0,118971.0,0.0,39
Alabama,32.3182,-86.9023,1.0,2020-11-11,208637,3201,84471.0,120965.0,0.0,2075
Alabama,32.3182,-86.9023,1.0,2020-11-12,210637,3213,88038.0,119386.0,0.0,2000
Alabama,32.3182,-86.9023,1.0,2020-11-13,213617,3231,88038.0,122348.0,0.0,2980
Alabama,32.3182,-86.9023,1.0,2020-11-14,215843,3246,88038.0,124559.0,0.0,2226
Alabama,32.3182,-86.9023,1.0,2020-11-15,217822,3248,88038.0,126536.0,0.0,1979
Alabama,32.3182,-86.9023,1.0,2020-11-16,219232,3249,88038.0,127945.0,0.0,1410
Alabama,32.3182,-86.9023,1.0,2020-11-17,220848,3301,88038.0,129509.0,0.0,1616
Alabama,32.3182,-86.9023,1.0,2020-11-18,223486,3347,88038.0,132101.0,0.0,2638
Alabama,32.3182,-86.9023,1.0,2020-11-19,225910,3419,90702.0,131789.0,0.0,2424
Alabama,32.3182,-86.9023,1.0,2020-11-20,228373,3451,90702.0,134220.0,0.0,2463
Alabama,32.3182,-86.9023,1.0,2020-11-21,230708,3457,90702.0,136549.0,0.0,2335
Alabama,32.3182,-86.9023,1.0,2020-11-22,232506,3457,90702.0,138347.0,0.0,1798
Alabama,32.3182,-86.9023,1.0,2020-11-23,234080,3459,90702.0,139919.0,0.0,1574
Alabama,32.3182,-86.9023,1.0,2020-11-24,236865,3472,90702.0,142691.0,0.0,2785
Alabama,32.3182,-86.9023,1.0,2020-11-25,239318,3532,161946.0,73840.0,0.0,2453
Alabama,32.3182,-86.9023,1.0,2020-11-26,241957,3572,161946.0,76439.0,0.0,2639
Alabama,32.3182,-86.9023,1.0,2020-11-27,242874,3572,161946.0,77356.0,0.0,917
Alabama,32.3182,-86.9023,1.0,2020-11-28,244993,3572,161946.0,79475.0,0.0,2119
Alabama,32.3182,-86.9023,1.0,2020-11-29,247229,3577,161946.0,81706.0,0.0,2236
Alabama,32.3182,-86.9023,1.0,2020-11-30,249524,3578,161946.0,84000.0,0.0,2295
Alabama,32.3182,-86.9023,1.0,2020-12-01,252900,3638,161946.0,87316.0,0.0,3376
Alaska,61.3707,-152.4044,2.0,2020-05-03,368,9,262.0,97.0,12.0,3
Alaska,61.3707,-152.4044,2.0,2020-05-04,370,9,263.0,98.0,29.0,2
Alaska,61.3707,-152.4044,2.0,2020-05-05,371,9,277.0,85.0,43.0,1
Alaska,61.3707,-152.4044,2.0,2020-05-06,373,10,284.0,79.0,51.0,2
Alaska,61.3707,-152.4044,2.0,2020-05-07,375,10,291.0,74.0,20.0,2
Alaska,61.3707,-152.4044,2.0,2020-05-08,378,10,305.0,63.0,29.0,3
Alaska,61.3707,-152.4044,2.0,2020-05-09,379,10,318.0,51.0,21.0,1
Alaska,61.3707,-152.4044,2.0,2020-05-10,380,10,324.0,46.0,12.0,1
Alaska,61.3707,-152.4044,2.0,2020-05-11,380,10,328.0,42.0,16.0,0
Alaska,61.3707,-152.4044,2.0,2020-05-12,384,10,334.0,40.0,31.0,4
Alaska,61.3707,-152.4044,2.0,2020-05-13,384,10,338.0,36.0,30.0,0
Alaska,61.3707,-152.4044,2.0,2020-05-14,384,10,339.0,35.0,33.0,0
Alaska,61.3707,-152.4044,2.0,2020-05-15,389,10,343.0,36.0,27.0,5
Alaska,61.3707,-152.4044,2.0,2020-05-16,389,10,344.0,35.0,10.0,0
Alaska,61.3707,-152.4044,2.0,2020-05-17,389,10,344.0,35.0,5.0,0
Alaska,61.3707,-152.4044,2.0,2020-05-18,389,10,345.0,34.0,24.0,0
Alaska,61.3707,-152.4044,2.0,2020-05-19,401,10,348.0,43.0,37.0,12
Alaska,61.3707,-152.4044,2.0,2020-05-20,402,10,352.0,40.0,40.0,1
Alaska,61.3707,-152.4044,2.0,2020-05-21,402,10,356.0,36.0,35.0,0
Alaska,61.3707,-152.4044,2.0,2020-05-22,405,10,356.0,39.0,33.0,3
Alaska,61.3707,-152.4044,2.0,2020-05-23,409,10,358.0,41.0,28.0,4
Alaska,61.3707,-152.4044,2.0,2020-05-24,409,10,358.0,41.0,23.0,0
Alaska,61.3707,-152.4044,2.0,2020-05-25,410,10,361.0,39.0,17.0,1
Alaska,61.3707,-152.4044,2.0,2020-05-26,412,10,362.0,40.0,42.0,2
Alaska,61.3707,-152.4044,2.0,2020-05-27,413,10,364.0,39.0,48.0,1
Alaska,61.3707,-152.4044,2.0,2020-05-28,426,10,366.0,50.0,46.0,13
Alaska,61.3707,-152.4044,2.0,2020-05-29,431,10,367.0,54.0,35.0,5
Alaska,61.3707,-152.4044,2.0,2020-05-30,435,10,368.0,57.0,26.0,4
Alaska,61.3707,-152.4044,2.0,2020-05-31,461,10,368.0,83.0,18.0,26
Alaska,61.3707,-152.4044,2.0,2020-06-01,469,10,368.0,91.0,12.0,8
Alaska,61.3707,-152.4044,2.0,2020-06-02,489,10,371.0,108.0,23.0,20
Alaska,61.3707,-152.4044,2.0,2020-06-03,517,10,373.0,134.0,21.0,28
Alaska,61.3707,-152.4044,2.0,2020-06-04,525,10,376.0,139.0,29.0,8
Alaska,61.3707,-152.4044,2.0,2020-06-05,536,10,380.0,146.0,20.0,11
Alaska,61.3707,-152.4044,2.0,2020-06-06,548,10,382.0,156.0,0.0,12
Alaska,61.3707,-152.4044,2.0,2020-06-07,556,10,382.0,164.0,1974.0,8
Alaska,61.3707,-152.4044,2.0,2020-06-08,575,10,384.0,181.0,32.0,19
Alaska,61.3707,-152.4044,2.0,2020-06-09,585,11,389.0,185.0,33.0,10
Alaska,61.3707,-152.4044,2.0,2020-06-10,605,11,392.0,202.0,42.0,20
Alaska,61.3707,-152.4044,2.0,2020-06-11,622,11,397.0,214.0,36.0,17
Alaska,61.3707,-152.4044,2.0,2020-06-12,637,12,403.0,222.0,37.0,15
Alaska,61.3707,-152.4044,2.0,2020-06-13,666,12,405.0,249.0,39.0,29
Alaska,61.3707,-152.4044,2.0,2020-06-14,673,12,411.0,250.0,14.0,7
Alaska,61.3707,-152.4044,2.0,2020-06-15,676,12,417.0,247.0,4.0,3
Alaska,61.3707,-152.4044,2.0,2020-06-16,688,12,429.0,247.0,56.0,12
Alaska,61.3707,-152.4044,2.0,2020-06-17,708,12,438.0,258.0,37.0,20
Alaska,61.3707,-152.4044,2.0,2020-06-18,721,12,449.0,260.0,21.0,13
Alaska,61.3707,-152.4044,2.0,2020-06-19,734,12,457.0,265.0,43.0,13
Alaska,61.3707,-152.4044,2.0,2020-06-20,755,12,464.0,279.0,27.0,21
Alaska,61.3707,-152.4044,2.0,2020-06-21,766,12,475.0,279.0,17.0,11
Alaska,61.3707,-152.4044,2.0,2020-06-22,774,12,491.0,271.0,11.0,8
Alaska,61.3707,-152.4044,2.0,2020-06-23,776,12,502.0,262.0,50.0,2
Alaska,61.3707,-152.4044,2.0,2020-06-24,807,12,507.0,288.0,46.0,31
Alaska,61.3707,-152.4044,2.0,2020-06-25,830,12,513.0,305.0,45.0,23
Alaska,61.3707,-152.4044,2.0,2020-06-26,851,14,519.0,318.0,41.0,21
Alaska,61.3707,-152.4044,2.0,2020-06-27,870,14,521.0,335.0,44.0,19
Alaska,61.3707,-152.4044,2.0,2020-06-28,898,14,521.0,363.0,6.0,28
Alaska,61.3707,-152.4044,2.0,2020-06-29,920,14,525.0,381.0,22.0,22
Alaska,61.3707,-152.4044,2.0,2020-06-30,955,14,526.0,415.0,44.0,35
Alaska,61.3707,-152.4044,2.0,2020-07-01,993,14,528.0,451.0,34.0,38
Alaska,61.3707,-152.4044,2.0,2020-07-02,1033,14,535.0,484.0,32.0,40
Alaska,61.3707,-152.4044,2.0,2020-07-03,1080,15,539.0,526.0,48.0,47
Alaska,61.3707,-152.4044,2.0,2020-07-04,1128,16,544.0,568.0,23.0,48
Alaska,61.3707,-152.4044,2.0,2020-07-05,1155,16,544.0,595.0,3.0,27
Alaska,61.3707,-152.4044,2.0,2020-07-06,1184,16,548.0,620.0,5.0,29
Alaska,61.3707,-152.4044,2.0,2020-07-07,1202,17,560.0,625.0,47.0,18
Alaska,61.3707,-152.4044,2.0,2020-07-08,1243,17,563.0,663.0,45.0,41
Alaska,61.3707,-152.4044,2.0,2020-07-09,1289,17,571.0,701.0,33.0,46
Alaska,61.3707,-152.4044,2.0,2020-07-10,1344,17,588.0,739.0,50.0,55
Alaska,61.3707,-152.4044,2.0,2020-07-11,1421,17,598.0,806.0,3656.0,77
Alaska,61.3707,-152.4044,2.0,2020-07-12,1511,17,615.0,879.0,0.0,90
Alaska,61.3707,-152.4044,2.0,2020-07-13,1573,17,620.0,936.0,0.0,62
Alaska,61.3707,-152.4044,2.0,2020-07-14,1614,17,642.0,955.0,378.0,41
Alaska,61.3707,-152.4044,2.0,2020-07-15,1665,17,669.0,979.0,168.0,51
Alaska,61.3707,-152.4044,2.0,2020-07-16,1728,17,688.0,1023.0,293.0,63
Alaska,61.3707,-152.4044,2.0,2020-07-17,1771,17,697.0,1057.0,0.0,43
Alaska,61.3707,-152.4044,2.0,2020-07-18,1831,18,708.0,1105.0,198.0,60
